authors,title,pdf_file
Benjamin Gramsch Calvo and Kay W. Axhausen,Exploring the impact of the social network geography on the individual's activity space using structural equation models,hEART_2023_paper_8819.pdf
Adrien Nicolet and Bilge Atasoy,Choice-driven Service Network Design and Pricing in Intermodal Transport,hEART_2023_paper_8845.pdf
Ida Kristoffersson and Chengxi Liu,Estimation of demand models for long-distance cross-border travel,hEART_2023_paper_8955.pdf
"Lynn Fayed, Gustav Nilsson and Nikolas Geroliminis",On the dynamic pricing of pool ride-hailing services in bus lanes,hEART_2023_paper_9052.pdf
Jaime Soza-Parra and Oded Cats,Who is ready to live a car-independent lifestyle? A latent class cluster analysis of attitudes towards car ownership and usage,hEART_2023_paper_9070.pdf
"Marko Maljkovic, Gustav Nilsson and Nikolas Geroliminis",On fair discounted charging in electric ride-hailing markets with limited budgets,hEART_2023_paper_9239.pdf
Daniel Heimgartner and Kay W. Axhausen,"Contributions of Can, May and Want to the Home Office Frequency Decision",hEART_2023_paper_9272.pdf
"Margarita Gutjar, Chiara Calastri and Matthias Kowald",Householdfleet adaptation as reaction to price regulations: A stated adaptation experiment on the promotion of electric vehicles,hEART_2023_paper_9280.pdf
"Jing Lyu, Feixiong Liao and Soora Rasouli",Modeling Visit Probabilities within Space-Time Prisms of Daily Activity-Travel Patterns,hEART_2023_paper_9291.pdf
"Gijsbert Koen de Clercq, Maaike Snelder, Arjan van Binsbergen and Bart van Arem",Analysing the Effects of Adding Shared Electric Bicycles as a New Mode on the Modal Split of Multimodal Trips between Delft and Rotterdam Using an Unlabelled Multimodal Supernetwork,hEART_2023_paper_9370.pdf
Allister Loder and Klaus Bogenberger,MobilityCoins - an integrated multimodal Wardropian model for policy analysis,hEART_2023_paper_9406.pdf
"Gabriel Nova, C. Angelo Guevara, Stephane Hess and Thomas O. Hancock",Random Utility Maximization model considering the information search process,hEART_2023_paper_9449.pdf
"Jose Holguin-Veras, Diana Ramirez-Rios and Trilce Encarnacion",Who is Responsible for the Externalities Produced by Freight Carriers? Hint: The Answer is Not as Simple as it Seems…,hEART_2023_paper_9659.pdf
Eui-Jin Kim and Prateek Bansal,"A new flexible and interpretable choice model with monotonicity constraints, non-linearity, and taste heterogeneity",hEART_2023_paper_9818.pdf
"Nicole Adler, Gianmarco Andreana and Gerben de Jong",Competing on Emissions Charges,hEART_2023_paper_9852.pdf
"Chris ten Dam, Francisco Bahamonde-Birke, Dick Ettema, Gert Jan Kramer and Vinzenz Koning",The influence of the built environment on real world car energy efficiency,hEART_2023_paper_9483_redacted.pdf
