authors,title,pdf_file
A. Blaser; M. Farsi; S. Weber (University of Neuchâtel),Travel distance andfFuel efficiency: An estimation of the rebound effect using MicroData in Switzerland,152.pdf
"P. Wang; T. Akamatsu; K. Wada (Tohoku University, Sendai)",Optimal time-dependent patterns of bottleneck permits under stochastic user arrival,155.pdf
D. Wang; T. Lin,Do travel attitudes change after residential relocation? A longitudinal study of built environment travel attitudes and travel behavior,157.pdf
F. Ramjerdi; J. Aarhaug; T. Julsrud; K. Skollerud,Sustainable commuting; the case of the greater Oslo region,162.pdf
M. Kouwenhoven; G. de Jong; P. Koster; V. van den Berg; E. Verhoef; J. Bates,A fair comparison of the value of travel time in the Netherlands in 1997 and 2009/2011,165.pdf
R. Landman; S. Hoogendoorn; J. Van Kooten; H. Taale,Coordinated control of regional networks,167.pdf
S. F. Varotto; R. Hoogendoorn; B. van Arem (TU Delft),A cognitive agent approach to assess the effect of adaptive cruise control on platoon formation and traffic flow efficiency,168.pdf
D. Ziemke; K. Nagel; C. Bhat (TU Berlin),Transport demand modeling with limited data: Transfer and calibration of a model from another geographical region,170.pdf
Paul Koster,"Imperfect recall, anchoring and scheduling decisions",173.pdf
P. O. Lindberg (KTH Stockholm),Targeted stiff - Optimal face identification through higher order conjugation in the Frank-Wolfe method for traffic assignment,175.pdf
"R. Kucharski (Cracow University of Technology); G. Gentile; L. Meschini (University of Rome ""La Sapienza"")",Modeling impact of variable message signs on routing in DTA with information comply model,176.pdf
M. van den Berg; E. Kinkel; R. van Nes; W. Daamen; S. Hoogendoorn,The influence of herding behaviour on departure time choice in case of an evacuation,178.pdf
T. Mai; E. Frejinger; F. Bastin (University of Montreal),Information matrix test for logit based route choice models,181.pdf
"T. Mai (University of Montreal); M. Fosgerau (KTH Stockholm, TU Denmark); E. Frejinger (University of Montreal)",A nested recursive logit model for route choice analysis,182.pdf
Ch. Savemark,The social value of commuting travel time savings,183.pdf
S. Habibi; M. Hugosson; S. Algers; P. Sundbergh,Evaluating of Bonus-Malus system in Sweden,186.pdf
T. Iryo (Kobe University); D. Watling (University of Leeds),Instability of day-to-day dynamics with positive effects through social interaction,187.docx.pdf
C. Latinopoulos; A. Sivakumar; J. Polak,Understanding electric vehicle charging behaviour towards a demand side management for parking facilities: A stated preference analysis,189.pdf
"R. Hossinger; Ch. Link (Institute for Transport Studies, BOKU Vienna)",Model-based assessment of financial policies in passenger road transport,191.pdf
E. Sottile; I. Meloni; E. Cherchi,A hybrid discrete choice model to annenn the effect of awareness and attitude toward environmentla friendly modes,193.pdf
I. Ehreke; K.W. Axhausen (ETH Zurich),The German value of time and value of reliability study,198.pdf
P. Guarda; P. Galilea; L. Paget-Seekins; J. Ortuzar,Understanding fare evasion in Santiago's publix transport,199.pdf
S. Marechal; J. Polak; A. Sivakumar,Trust the source? A revealed preference study on information consumption and travel behaviour,202.pdf
M. Cik; C. Hebenstreit; M. Fellendorf (TU Graz),Analysis method for multiple freeway weaving sections,204.pdf
G. Cantelmo; F. Viti (University of Luxembourg); C. Tampere (Katholieke Universiteit Leuven),Exploiting the relation between activity data and traffic data within the dynamic demandeEstimation problem,205.pdf
G. Sarla; R. Fuhrer; K.W. Axhausen (ETH Zurich),Estimating the agglomeration effects of public transport improvements: the case of Switzerland,206.pdf
J. Eliasson,The Stockholm congestion pricing syndrome: How congestion charges went from unthinkable to uncontroversial,207.pdf
Y. CROZET,Wider economic benefits of high speed rail: A critical approach,208.pdf
M. Smith (University of York; E. Wilson (University of Bristol),Traffic signal control and route choice: distributed control strategies which are sometimes inconsistent with users route choices,209.pdf
"M. Thorhauge; E. Cherchi TU Denmark); Joan Walker (University of California, Berkeley(; J. Rich (TU Denmark)",The role of the theory of planned behavior in explaining the departure time choice,211.pdf
D.Fentie Abegaz (TU Denmark),The distribution of willingness to pay for travel information,212.pdf
M. Welde; J. Odeck; O. Torp (Norwegian university of Science and Technology),Cost increases in the front-end of Norwegian road projects,215.pdf
M. Borjesson; M. Fosgerau; M. Sundberg,Stated choice and the brain,216.pdf
J. H åkansson,CO2 emissions from transportation induced by online and brick-and-mortar retailing,219.pdf
M. Ojeda Cabral; S. Hess; R. Batley (University of Leeds),The value of travel time changes: A comparison of British and Danish national studies,223.pdf
S.R. Jara-Diaz; A. Gschwender; C. Bravo (University of Chile),Optimal transit route structures for varying proportions of trips towards CBD and periphery,224.pdf
D. Ngoduy (university of Leeds); A. Nantes; M. Miska; E. Chung (Queensland University of Technology),Traffic state estimation from partial Bluetooth and taxi data: Case study in the Brisbane Metropolitan Area,229.pdf
N.A. Termida; Y. Susilo; J. Franklin (KTH Stockholm),Measuring the dynamic behavioural responses due to the introduction of a new tram line by using panel survey: preliminary analysis,232.pdf
N. Zheng; N. Geroliminis (EPFL Lausanne),An aggregated dynamic model for multimodal networks with limited parking,237.pdf
F. Ramjerdi; J. Aarhaug; K. Skollerud; P. Koster,From car to E-bike?,239.pdf
C. Liu; Y.O. Susilo; A. Karlstrom (KTH Stockholm),Examining the impact of weather variability on noncommuters'daily activity-travel patterns in different regions of Sweden,241.pdf
D.B.E. Dharmowijoyo; Y. Susilo; A. Karlstrom (KTH Stockholm),An analysis of day-to-day variability of discretionary activities behaviour and how they influence day-to-day variability of activity space indices: Case study in Jakarta Metropolitan Area,242.pdf
P. Seetharaman; D. Watling; C. Balijepalli,Markovian framework to assess strategy choice in a transit network service influenced by endogenous and exogenous reliability factors,244.pdf
M. Mamouei; I. Kaparias; G. Halikias (City University London),Development of fuel-efficient driving strategies for adaptive cruise control,245.pdf
J.-E. Nilsson,The marginal costs of road wear,247.pdf
A. Chakirov (Singapore ETH Centre),Towards optimal pricing in a multimodal context with dynamic demand: An agentbased simulation approach,250.pdf
M. Zilske; K. Nagel,Calibration of an agent-based travel demand model constructed from mobile phone data,252.pdf
V. Gatta; E. Marcucci; . Scaccia,Willingness to pay confidence interval estimation methods: a comparison,253.pdf
P.J. Fourie (Singapore ETH Centre),Reconstructing bus vehicle trajectories from transit smart-card data,257.pdf
R. Burgener; M. Ramezani; N. Geroliminis (EPFL Lausanne),Traffic signal control for preferential treatment of public transport,261.pdf
A.S. Fowkes,Option value estimates for rural bus services in England,264.pdf
M. Repoux; B. Boyaci; N. Geroliminis (EPFL Lausanne),An eventbased simulation for optimising oneway carsharing systems,266.pdf
M. Yildirimoglu; A-S. Limniati; N. Geroliminis (EPFL Lausanne),Linking the properties of mean-variance relations in travel times with the hysteresis in macroscopic fundamental diagram,267.pdf
L. Deka; M. Quddus (loughborough University),A tripbased trajectory matching algorithm for sparse GPS data,268.pdf
M. Maness (University of Maryland),Measurement error bias from social network data used in discrete choice models,270.pdf
S. Raveau; J.C. Munoz (Pontificia Universidad Católica de Chile); C.G. Prato (TU Denmark),Modeling travel decisions on public transport systems,271.pdf
D. Johnson; M. Ercolani; P. Mackie,Public transport accessibility and employment,272.pdf
G. Flötteröd; G. Lämmel (KTH Stockholm),Bidirectional pedestrian fundamental diagram,273.pdf
K. Muller; G. Flötteröd (KTH Stockholm),Population synthesis with regression trees,274.pdf
J. Haddad (Technion Institute of Technology),Optimal minimum delay for perimeter traffic control at an urban region,275.pdf
A. Ahmed; D. Watling; D. Ngoduy,Daytoday variation in level of trust in advanced traveller information and the impact of improved methods for estimating traffic states,276.pdf
"K. Odolinski; J.-E. Nilsson; A. Wikberg Swedish National Road and Transport Research Institute, Stockholm)",The marginal cost of track wear; does more data make a difference?,278.pdf
C.A. Guevara; A. Glerum; A: Fernández Antolín; M. Bierlaire (EPFL Lausanne),A correction for endogeneity in choice models with psychological constructs,279.pdf
R. Liu (University of Leeds); J.-D. Schmocker ( Kyoto Univeristy); A. Fonzone (Napier University),Considering overtaking and common lines in the bus bunching problem,283.pdf
C. Choudhury (University of Leeds); M. S. Iqbal (Florida International University),Developing trip generation models using mobile phone data,284.pdf
"J. Lioris; P. Varaiya (University of California, Berkeley)",Adaptive max pressure control of network of signalized intersections,285.pdf
S. Hess,Overcoming estimation issues with advanced models in large scale applications through indirect inference,286.pdf
C. Antoniou; V. Papathanasopoulou; V. Gikas; C. Danezis; H. Perakis (National Technical University of Athens),Classification of driving characteristics using smartphone sensor data,287.pdf
M. Ojeda Cabral (University of Leeds),Understanding individuals' valuations of travel time: the role of stated choice design variables,290.pdf
