authors,title,pdf_file
"Haitao He, Robert Susset, Monica Menéndez and Qiao Ge",Modelling lane changing behavior at freeway weaving sections,hEART_2015_submission_139.pdf
Gunnar Flötteröd,Optimization subject to transport micro-simulation constraints,hEART_2015_submission_140.pdf
"Giulio Erberto Cantarella, Massimo Di Gangi and Antonino Vitetta",MSA Algorithms for solving SUE in Urban Transit Networks,hEART_2015_submission_141.pdf
"Anastasios Kouvelas, Mohammadreza Saeedmanesh and Nikolas Geroliminis",Adaptive fine-tuning of feedback perimeter controllers for multi-region urban networks with MFDs,hEART_2015_submission_143.pdf
Tien Mai,A cross-nested recursive logit model for route choice analysis,hEART_2015_submission_144.pdf
Elhabib Moustaid and Gunnar Flötteröd,Macroscopic modeling of multi-directional point-like pedestrian intersections,hEART_2015_submission_145.pdf
Benjamin Kickhöfer and Amit Agarwal,A joint internalization model for congestion and air pollution externalities: Is marginal cost pricing enough to comply with the EU CO2 reduction targets?,hEART_2015_submission_146.pdf
"Ouassim Manout, Patrick Bonnel and Louafi Bouzouina",Local accessibility to transit stops: a new method for defining centroid connectors,hEART_2015_submission_147.pdf
Elisabetta Cherchi,A semi-compensatory model with cut-offs to account for attributes non-attendance,hEART_2015_submission_148.pdf
"Ioanna Kourounioti, Amalia Polydoropoulou and Athena Tsirimpa",How Online Social Networks Affect Travel Behavior in Insular Areas? Findings from a Latent Variable Model,hEART_2015_submission_149.pdf
"Louafi Bouzouina, Kiarash Motamedi, Jean Pierre Nicolas and Hakim Ouaras","Modelling Business establishments evolution in Lyon Area, a firmographics approach",hEART_2015_submission_152.pdf
"Pablo Guarda, Carlos Bueno, Patricia Galilea, Juan Carlos Munoz and Juan De Dios Ortuzar","Lower bus fares or higher frequencies, what do people want? A microeconomic analysis",hEART_2015_submission_153.pdf
Sami Jarboui and Louafi Bouzouina,Measuring and improving the efficiency of urban public transport systems in France,hEART_2015_submission_154.pdf
"Sofia Samoili, Nikolaos Geroliminis and André-Gilles Dumont",Stochastic Modeling of Lane Distribution And Dynamic Control Of Managed Lanes For Highways,hEART_2015_submission_157.pdf
Mikhail Murashkin and Nikolas Geroliminis,Analysis of taxi drivers' behavior with GPS data from a megacity,hEART_2015_submission_158.pdf
"Wei Zhang, Xiaoliang Ma and Erik Jenelius",Coordination for heavy-duty vehicle platoon formation considering travel time variance,hEART_2015_submission_162.pdf
"Andre de Palma, Kiarash Motamedi and Nathalie Picard",A firmographic model for business establishments in Paris area,hEART_2015_submission_164.pdf
