authors,title,pdf_file
"Mostafa Ameli, Jean-Patrick Lebacque and Ludovic Leclercq",Applying meta-heuristic algorithms with a parallel computation framework to simulation-based dynamic traffic assignment,hEART_2019_paper_45.pdf
"Soumela Peftitsi, Erik Jenelius and Oded Cats",Measuring train crowding unevenness: A Stockholm metro case study,hEART_2019_paper_47.pdf
"Stefano Bortolomiol, Virginie Lurkin and Michel Bierlaire",A demand-based optimization approach to study oligopolistic markets,hEART_2019_paper_49.pdf
"Aliasghar Mehdizadeh Dastjerdi, Stephane Hess and Francisco Camara Pereira",Discovering Causal Structure from Attitudinal Data: What Motives People to Use Mobility-Management Travel Apps,hEART_2019_paper_50.pdf
"Muriel Verkaik-Poelman, Andreas Hegyi, Alexander Verbraeck and Hans van Lint",Sensitivity analysis on information quality for signalized traffic control,hEART_2019_paper_51.pdf
Sergio Jara-Diaz and Diego Candia,Individual And Cooperative Models For Chilean Workers’ Time Use: Closing The Gaps In The Values Of Leisure And Work,hEART_2019_paper_52.pdf
"Nadine Kostorz, Tim Hilgert, Martin Kagerbauer and Peter Vortisch",What do people think about autonomous minibuses in Germany?,hEART_2019_paper_53.pdf
Laila Ait Bihi Ouali and Daniel Graham,Gender Differences in the Perception of Safety in Public Transport \\ \large Inter-modal comparisons between buses and subways,hEART_2019_paper_55.pdf
Jiahua Zhang and Kentaro Wada,Fundamental diagram of urban rail transit: An empirical investigation by Boston’s subway data,hEART_2019_paper_56.pdf
"Alessio Trivella, Pengling Wang and Francesco Corman",Train trajectory optimization in the presence of external factors: The example of wind,hEART_2019_paper_61.pdf
"Márton Tamás Horváth, Tamás Tettamanti, Balázs Varga and Zsolt Szalay",The Scenario-in-the-Loop (SciL) automotive simulation concept and its realisation principles for traffic control,hEART_2019_paper_62.pdf
Mahendra Paipuri and Ludovic Leclercq,Multimodal MFD models: General Formulations and Information Propagation,hEART_2019_paper_64.pdf
"Jai Malik, Giovanni Circella and Farzad Alemi","Travel Behavior Impacts of Transportation Demand Management Policies: May is the Bike Month in Sacramento, California",hEART_2019_paper_65.pdf
"Félix Vautard, Oskar Fröidh and Camilla Byström",Estimating intercity rail passengers’ willingness to pay for shifts in departure times in a competing rail market,hEART_2019_paper_67.pdf
Nicholas Molyneaux and Michel Bierlaire,The benefits of preventing pedestrian counter flow,hEART_2019_paper_68.pdf
"Negin Alisoltani Dehkordi, Ludovic Leclercq and Mahdi Zargayouna",Real-time ride-sharing systems performance considering network congestion,hEART_2019_paper_69.pdf
Dimitrios Rizopoulos and Domokos Esztergár-Kiss,A practical method for the optimization of daily activity chains including electric vehicles,hEART_2019_paper_70.pdf
Oded Cats and Alex Vermeulen,Modelling Growth Principles of Metropolitan Public Transport Networks,hEART_2019_paper_72.pdf
"Konstantinos Makantasis, Maria Kontorinaki and Ioannis Nikolos",A Deep Reinforcement Learning Driving Policy for Autonomous Road Vehicles,hEART_2019_paper_73.pdf
"Jeroen van der Gun, Adam Pel and Bart van Arem",Travel times in quasi-dynamic traffic assignment,hEART_2019_paper_74.pdf
"Peyman Ashkrof, Gonçalo Homem de Almeida Correia and Bart van Arem",The Impact of Charging Needs on Battery Electric Vehicle Drivers’ Route Choice Behaviour: a stated preference survey in the Netherlands,hEART_2019_paper_76.pdf
Jan Peter Glock and Loredana Dazzo,Sustainable Urban Mobility Planning: The Role of Monitoring and Evaluation,hEART_2019_paper_77.pdf
"Carlos Llorca, Qin Zhang, Ana Tsui Moreno and Rolf Moeckel",Airport access and egress trips in an agent-based travel demand model,hEART_2019_paper_78.pdf
"Georgios Laskaris, Oded Cats, Erik Jenelius, Marco Rinaldi and Francesco Viti",Principles for setting single line and multiline control based on network characteristics,hEART_2019_paper_79.pdf
"Valentino Servizi, Francisco Pereira and Otto Nielsen",A deep learning and data fusion approach towards an off-line stop detection method for smartphone-based travel surveys,hEART_2019_paper_80.pdf
Arthur Piazzi and Tamás Tettamanti,LSTM Approach for Spatial Extension of Traffic Sensor Points in Urban Road Network,hEART_2019_paper_81.pdf
Ruiwei Chen and Ludovic Leclercq,Unravelling System Optimum Structure by trajectory data analysis,hEART_2019_paper_82.pdf
"Adam Weiss, Aymeric Punel, Jason Soria, Eran Ben Elia, Yoram Shiftan and Amanda Stathopoulos",Understanding the Impact of New Service Features on Ridesharing Uptake in Emerging Markets: A Case Study of Israel.,hEART_2019_paper_93.pdf
"Deepak Ingole, Guilhem Mariotte and Ludovic Leclercq",Optimal Route Guidance and Model Predictive Control of Network-wide Traffic Emission,hEART_2019_paper_97.pdf
Maarten Kroesen,A new perspective on the role of attitudes in explaining travel behavior: a psychological network model,hEART_2019_paper_99.pdf
Jeroen Verstraete and Chris Tampere,Stochastic Route Choice Modelling with an Implicit Acyclic Full Route Set,hEART_2019_paper_101.pdf
"Sergio Batista, Ludovic Leclercq and Monica Menendez",On the calibration of time-varying trip length distributions for the aggregated traffic models,hEART_2019_paper_103.pdf
"Gael Lederrey, Virginie Lurkin, Tim Hillel and Michel Bierlaire",Stochastic Optimization with Adaptive Batch Size: Discrete Choice Models as a Case Study,hEART_2019_paper_104.pdf
Stanislav Borysov and Jeppe Rich,Identifying “slow” and “fast” movers in a travel preference space: Application of a synthetic pseudo-panel approach,hEART_2019_paper_105.pdf
Vilhelm Verendel and Sonia Yeh,Traffic congestion of large cities through a large-scale online platform,hEART_2019_paper_106.pdf
"Csaba Gabor Pogonyi, Daniel J. Graham and Jose M. Carbo",Do highways help post-communist transition? Evidence from Hungary,hEART_2019_paper_107.pdf
"Allister Loder, Lea Bressan, Maria Wierbos, Henrik Becker, Victor Knoop, Monica Menendez and Kay Axhausen",A multimodal network interaction model for the macroscopic fundamental diagram (MFD),hEART_2019_paper_108.pdf
"Guido Cantelmo, Rafał Kucharski and Constantinos Antoniou",Forecasting daily demand for Bike Sharing using Weather Data,hEART_2019_paper_109.pdf
"Thomas Rasmussen, David Watling and Otto Anker Nielsen",A maximum likelihood approach to estimate a bounded route choice model,hEART_2019_paper_110.pdf
"Praj Xuto, Richard Anderson, Daniel Graham and Daniel Hörcher",Optimal infrastructure reinvestment and supply in urban rail systems: A dynamic optimization approach,hEART_2019_paper_114.pdf
"Ioannis Baraklianos, Louafi Bouzouina, Patrick Bonnel and Hind Aissaoui","Renters vs owners. What is the evolution of the residential location choice preferences for accessibility? The case of the Lyon urban area in France, 1999-2013",hEART_2019_paper_115.pdf
"Abderrahman Ait-Ali, Emanuel Broman, Jonas Eliasson and Jennifer Warg",Assessing the Use of Welfare-Based Track Access Charging for Railway Capacity Allocation,hEART_2019_paper_116.pdf
"Tim Hillel, Michel Bierlaire, Ying Jin and Mohammed Elshafie",Weak teachers: Assisted specification of discrete choice models using ensemble learning,hEART_2019_paper_117.pdf
Alejandro Tirachini and Constantinos Antoniou,"Autonomous public transport: more frequent services, smaller vehicles, reduced fare and reduced subsidy",hEART_2019_paper_118.pdf
Zahra Ghandeharioun and Anastasios Kouvelas,Providing real-time operational solutions for the on-demand capacitated ride sharing problem,hEART_2019_paper_119.pdf
Teo Stocco and Alexandre Alahi,Learning online combinatorial stochastic policies with deep reinforcement,hEART_2019_paper_120.pdf
"Claudia Bongiovanni, Mor Kaspi, Jean-Francois Cordeau and Nikolas Geroliminis",A Learning Large Neighborhood Search for the Dynamic Electric Autonomous Dial-A-Ride Problem,hEART_2019_paper_121.pdf
"Jeppe Rich, Gunnar Flotterod, Sergio Garrido and Francisco Camara Pereira",Review of population synthesis methodologies,hEART_2019_paper_122.pdf
"Christelle Al Haddad, Emmanouil Chaniotakis, Anna Straubinger, Kay Plötner and Constantinos Antoniou",Towards understanding user adoption of urban air mobility,hEART_2019_paper_123.pdf
"Wolfgang Scherr, Chetan Joshi, Patrick Manser, Nathalie Frischknecht and Denis Métrailler",An Activity-based Travel Demand Model of Switzerland Based on Choices and Constraints,hEART_2019_paper_128.pdf
"Abolghassem Jandari, Michel Meulders and Martina Vandebroek",Exploring non-attendance of situation attributes in choosing the bike as a transport mode: the case of Belgium,hEART_2019_paper_131.pdf
"Naut Bulten, Shadi Sharif Azadeh and Rommert Dekker",Integrated timetabling and passenger satisfaction with disturbances,hEART_2019_paper_137.pdf
"Sergio H. Garrido M., Stanislav S. Borysov, Francisco C. Pereira and Jeppe Rich",Deep generative models for combined population and job synthesis,hEART_2019_paper_138.pdf
"Nikolaos Tsanakas, Joakim Ekström and Johan Olstam",Traffic emission estimation based on quasi-dynamic network loading,hEART_2019_paper_139.pdf
Baiba Pudāne,Departure Time Choices and Peak Congestion with Automated Vehicles,hEART_2019_paper_140.pdf
"Hatice Çalık, Jordi D’hondt, Marc Juwet and Greet Vanden Berghe",An integer programming formulation for the vehicle routing problem with cargo stability and multi-drop constraints,hEART_2019_paper_142.pdf
"Omar Rifki, Nicolas Chiabaut and Christine Solnon",On spatio-temporal granularity of optimal delivery tours,hEART_2019_paper_143.pdf
Hsin-Ping Hsu,Gender and Generational Differences in Environmental Awareness and Travel Mode Choice: Evidence from Taiwan,hEART_2019_paper_146.pdf
Parth Kothari and Alexandre Alahi,Adversarial Loss for Human Trajectory Prediction,hEART_2019_paper_148.pdf
"Ismail Abuamer, Willem Himpe, Sajid Raza and Chris Tampère",VISSIM Microscopic Traffic Simulator: A systematic Sensitivity Analysis of driving behavior models parameters from macroscopic and mesoscopic perspectives,hEART_2019_paper_150.pdf
Abdullah Kurkcu and Kaan Ozbay,Analysis and Modeling of Transit Passenger Arrivals to a Bus Terminal using a Doubly Stochastic Model,hEART_2019_paper_151.pdf
"Jeroen Vester, Shadi Sharif Azadeh and Rommert Dekker",Recovery Plans for Synchromodal Transport Systems,hEART_2019_paper_153.pdf
"Andrés Fernández Palao, Anders Fjendbo Jensen, Thomas Kjær Rasmussen and Otto Anker Nielsen",Congestion effect on bicycle route choices in Copenhagen,hEART_2019_paper_154.pdf
"Mads Paulsen, Thomas Rasmussen and Otto Anker Nielsen",Including Right-of-Way in a Multi-Modal Large-Scale Traffic Assignment Model Suitable for Bicycle-Dense Areas,hEART_2019_paper_156.pdf
Johanna Bürstlein and Bilal Farooq,"Exploring First-Mile Solutions For North American Suburbia: A Case Study Of Markham, Canada",hEART_2019_paper_158.pdf
"Konstadinos Goulias, Adam W. Davis and Elizabeth C. McBride","Sequences, Daily Schedule of Activities, and Fragmentation",hEART_2019_paper_159.pdf
Claudio Roncoli,Optimal traffic control via time-gap regulation,hEART_2019_paper_161.pdf
"Jesper Bláfoss Ingvardson, Mikkel Thorhauge, Sigal Kaplan, Otto Anker Nielsen and Sebastián Raveau","Incorporating Existence, Relatedness & Growth needs in transport mode choice: A hybrid choice framework",hEART_2019_paper_162.pdf
Alejandro Tirachini and Constantinos Antoniou,Fixing the number of vehicles and/or setting a tax for ride-hailing? Insights from a social welfare maximisation approach,hEART_2019_paper_164.pdf
Francisco J. Bahamonde-Birke and Niek Mouter,About positive and negative synergies of social projects: treating correlation in participatory value evaluation.,hEART_2019_paper_166.pdf
"Eleftherios Anastasiadis, Panagiotis Angeloudis, Daniel Ainalis, Qiming Ye and Pei-Yuan Hsu",A bilevel optimisation model for the selection of parking and charging facilities for EV-based ride-hailing services,hEART_2019_paper_167.pdf
David Duran and Gebhard Wulfhorst,Spatial factors influencing bike-sharing usage: a “mobility culture” approach,hEART_2019_paper_169.pdf
Miran Khweis and Jack Haddad,Advanced Public Transportation Systems Based On Pre-signal Management,hEART_2019_paper_171.pdf
Sabine Krause and Fabian Fehn,Estimation of Passenger Car Equivalents for New Forms of Mobility - Investigating the effect of automated vehicles on the saturation flow of urban intersections,hEART_2019_paper_173.pdf
"Hafiz Muhammad Ahsan Iqbal, Muhammad Adnan, Bruno Kochan, Tom Bellemans and Davy Janssens",Incorporating MaaS concept into an operational activity-based modelling platform,hEART_2019_paper_174.pdf
"Felix Steck, Tudor Mocanu and Christian Winkler",The impact of automated vehicles on long-distance travel in Germany,hEART_2019_paper_175.pdf
Semin Kwak and Nikolas Geroliminis,Generalization of localized linear regression time series model to freeway networks,hEART_2019_paper_176.pdf
"Silvino Cumbane, Can Yang and Gyözö Gidofalvi",A Framework For Traffic Prediction Integrated With Deep Learning,hEART_2019_paper_177.pdf
Daniel Hörcher and Daniel Graham,MaaS Economics: Should we fight car ownership with subscriptions to alternative modes?,hEART_2019_paper_178.pdf
"Sasan Amini, Gabriel Tilg and Fritz Busch",Calibration of mesoscopic simulation models for urban corridors based on the macroscopic fundamental diagram,hEART_2019_paper_181.pdf
William Charlton,A web-based data visualization platform for MATSim,hEART_2019_paper_184.pdf
Kimia Chavoshi and Anastasios Kouvelas,A feedback linearization approach for closed-loop control design: Application to variable speed limits and ramp metering,hEART_2019_paper_187.pdf
"Raheleh Yahyamozdarani, Willem Himpe and Chris M.J. Tampère",A Continuum approach for modeling signalized nodes in dynamic traffic assignment,hEART_2019_paper_192.pdf
Caio Vitor Beojone and Nikolas Geroliminis,Accessing shared mobility impacts on urban traffic networks through discrete event simulations,hEART_2019_paper_194.pdf
Thibaut Dubernet and Kay Axhausen,Using Passively Collected Data to Investigate Social Travel,hEART_2019_paper_195.pdf
"Dimitrios Tsitsokas, Anastasios Kouvelas and Nikolas Geroliminis",Modeling and Optimization of Dedicated Bus Lane network design under dynamic traffic congestion,hEART_2019_paper_196.pdf
"Hana Bruhova Foltynova, Kristyna Rybova and Eliska Vejchodska",Supporting sustainable mobility in urban areas: Quantitative analysis of attitudes of key stakeholders,hEART_2019_paper_197.pdf
"Alessandra Abeille, Jacek Pawlak and Aruna Sivakumar",Exploring the meaning and drivers of personal productivity of knowledge workers in mobile settings,hEART_2019_paper_199.pdf
"Rumana Sarker, Sigal Kaplan, Markus Mailer and Harry J.P. Timmermans",Applying affective event theory to explain transit users’ reactions to service disruptions,hEART_2019_paper_200.pdf
"Daniel Wesemeyer, Jan Trumpold, Sten Ruppe, Maximiliano Bottazzi and Maik Bargmann",Real-world Applications for Connected Vehicle Data,hEART_2019_paper_201.pdf
"Ioannis Kaparias, Chi Xu, Richard Smith and David Winslett",Assessing the customer impact of service disruptions on the London Underground network using Automated Fare Collection data,hEART_2019_paper_203.pdf
