authors,title,pdf_file
"Yan, Hong, Maat, Kees, Van Wee, Bert",Explaining cycling speed variation during a trip,251.pdf
"Geng, Kexin, Wang, Yacan, Verhoef, Erik T., Su, Duan, Wang, Yu",Tradable Permits versus Congestion Charge on Managing Morning Peak Travel Behavior: A Field Experiment in Beijing,252.pdf
"Kwak, Semin, Li, Danya, Geroliminis, Nikolas",Two-level resolution neural network for freeway traffic prediction,253.pdf
"Susilo, Yusak, Birgfellner, Lukas",Implementing Social Value Orientation in Measuring the Health and Environmental Dilemmas of Autonomous Driving,254.pdf
"Luong, Trang, Maness, Michael",A Temporal Analysis of Leisure Activity Variety and Social Capital Before and During the COVID-19 Pandemic,255.pdf
"Zhu, Pengbo, Ilber Sirmatel, Isik, Ferrari Trecate, Giancarlo, Geroliminis, Nikolas",Empty Vehicle Repositioning for Autonomous Mobility-on-Demand systems via Coverage Control,256.pdf
"Araldo, Andrea, De Palma, André, Arib, Souhila, Gauthier, Vincent, Sere, Romain, Chaabouni, Youssef, Kharouaa, Oussama, Abba Ari, Ado Amadou",Pooling from First and Last Mile: Integrating Carpooling and Transit,257.pdf
"Sun, Sijia, Batista, Sérgio, Menéndez, Mónica, Wang, Yuanqing",Examining the effect of infrastructure features on the energy consumption of diesel and electric buses: A microsimulation-based analysis,260.pdf
"Awad, Farah A., Graham, Daniel J., Aitbihiouali, Laila, Singh, Ramandeep, Barron, Alexander",Benchmarking the Performance of Urban Rail Transit Systems: A Machine Learning Application,261.pdf
"Qin, Jing, Liao, Feixiong",Space-time accessibility and equity in multimodal supernetwork: a case study in Rotterdam-The Hauge metropolitan area,262.pdf
"Espadaler Clapés, Jasso, Barmpounakis, Emmanouil, Geroliminis, Nikolas",An automatized signal timing detection at signalized intersections with detailed vehicle trajectory data,263.pdf
"Ballis, Haris, Dimitriou, Loukas",Preparation of agent-based modelling input from aggregate 4-step model,265.pdf
"Fayed, Lynn, Nilsson, Gustav, Geroliminis, Nikolas",On the utilisation of dedicated bus lanes for ride-splitting services,266.pdf
"Tsitsokas, Dimitrios, Kouvelas, Anastasios, Geroliminis, Nikolas",Critical node selection method for efficient Max-Pressure traffic signal control in large-scale congested networks,268.pdf
"Bandiera, Claudia, Connors, Richard D., Viti, Francesco",Evaluating Mobility Service Providers’ Strategies in an Activity-Based Supernetwork,269.pdf
"Vitello, Piergiorgio, Connors, Richard D., Viti, Francesco",Estimating Public Transport Demand Information Using Crowdsourced Data,270.pdf
"Cisterna, Carolina, Bigi, Federico, Viti, Francesco",Comparing MaaS Business Plans Using an Agent Based Modelling Approach,271.pdf
"Esztergár-Kiss, Domokos, Aba, Attila",Creation of a MaaS Readiness Index with local features,273.pdf
"Bigi, Federico, Bosi, Tommaso, Pineda Jaramillo, Juan, Viti, Francesco, D'Ariano, Andrea",The Wagon Assignment Policy problem: Policy Comparison on the Wagon Fleet optimization.,275.pdf
"Chen, Kailin, Graham, Daniel J., Anupriya, Anupriya, Anderson, Richard J., Bansal, Prateek",Quantifying the Causal Impact of Airport Capacity Expansion on Delay,277.pdf
"Gasparinatou, Christina, Mantouka, Eleni, Vlahogianni, Eleni, Golias, John",Investigating the acceptance and willingness-to-pay of an urban pricing scheme: The case of Athens,278.pdf
"Abeille, Alessandra, Pawlak, Jacek, Chorus, Caspar, Sivakumar, Aruna, Molin, Eric",What motivates people to work while travelling and what determines the associated productivity? A case study of the UK rail travellers using a SEM approach,279.pdf
"Maness, Michael, Mishra, Divyamitra, Barbour, Natalia, Lin, Zhenhong",A Random Parameters Latent Class Analysis to Estimate the Value of Free Charging Bundle in Electric Vehicle Purchases,284.pdf
"Triantafyllidi, Eirini, Tzouras, Panagiotis, Spyropoulou, Ioanna, Kepaptsoglou, Konstantinos",Contributory Factors Affecting Willingness to Use Shared Autonomous Vehicles in Greece,285.pdf
