authors,title,pdf_file
"Francesco Piras, Giovanni Tuveri, Eleonora Sottile and Italo Meloni",The interplay between residential location and cycling choice,HEART_2020_paper_44.pdf
Rui Yao and Shlomo Bekhor,Experiments on route choice set generation using a large GPS trajectory set,HEART_2020_paper_45.pdf
Andrés Fielbaum and Javier Alonso-Mora,Unreliability in ridesharing systems: measuring changes in users' times due to new requests,HEART_2020_paper_46.pdf
"Fabien Leurent, Danyang Sun and Xiaoyan Xie",Roadway travel times: maximum likelihood estimation based on floating car data intervals,HEART_2020_paper_47.pdf
Margarita Gutjar and Matthias Kowald,Electro mobility acceptance: The influence of political incentives and charging station design,HEART_2020_paper_48.pdf
Takuya Iizuka and Eiji Hato,Cost Sensitive Estimation Methods of the RL-Activity-Scheduling Models under Disasters,HEART_2020_paper_49.pdf
Bhuvanachithra Chidambaram and Joachim Scheiner,Gendered patterns of work trip mode choice– evidence from Germany,HEART_2020_paper_51.pdf
"Mads Paulsen, Thomas Rasmussen and Otto Anker Nielsen",Evaluation of passenger delays under different levels of information using a large-scale adaptive route choice model,HEART_2020_paper_53.pdf
Trang Luong and Michael Maness,An Exploratory Analysis of Leisure Activity Variety As An Outcome of Accessing Instrumental Social Resources,HEART_2020_paper_54.pdf
"Maya Safira, Makoto Chikaraishi, Shari Gershenfeld and Fang Zhao","Observing and modeling Interdependencies between ICT use and travel in the presence of multi-service transport platform: A case from Jakarta, Indonesia",HEART_2020_paper_55.pdf
"Anugrah Ilahi, Prawira F. Belgiawan, Milos Balac and Kay W. Axhausen",Exploring Willingness to Pay of Urban Air Mobility and On-Demand Transport; A Pooled SP and RP Mode in Greater Jakarta,HEART_2020_paper_56.pdf
"Félix Vautard, Chengxi Liu and Oskar Fröidh",Welfare assessment of departure time shifts in interregional rail timetables,HEART_2020_paper_57.pdf
"Ahmad Alwosheel, Sander Van Cranenburgh and Caspar Chorus",Explaining predictions of artificial neural networks for travel behaviour analysis using layer-wise relevance propagation,HEART_2020_paper_59.pdf
Aoyong Li and Axhausen Kay,Short-term Traffic Demand Prediction using Graph Convolutional Neural Networks,HEART_2020_paper_60.pdf
"Richard Connors, David Watling and Haibo Chen","An exact algorithm for efficient online optimization of HGV path, speed profile and stops for minimising fuel consumption and emissions under time-varying conditions",HEART_2020_paper_61.pdf
Francesco Manca and Aruna Sivakumar,Modelling live social interactions and indirect social influence affecting the adoption of transport technologies and services: a bike sharing case study,HEART_2020_paper_62.pdf
"Thomas Spanninger, Alessio Trivella and Francesco Corman",Approaches for real-time train delay prediction,HEART_2020_paper_63.pdf
"Niek Mouter, Jose Ignacio Hernandez and Sander van Cranenburgh",Valuing cross-border effects of transport projects: are Dutch citizens willing to trade domestic time savings for foreign time savings?,HEART_2020_paper_64.pdf
"Yousef Maknoon, Shadi Sharif Azadeh and Jeroen Vester",Cost efficient network of electric buses with battery degradation,HEART_2020_paper_66.pdf
Evanthia Kazagli and Matthieu de Lapparent,A discrete choice modeling framework of heterogenous decision rules accounting for non-trading behavior,HEART_2020_paper_68.pdf
"Jose Ignacio Hernandez, Niek Mouter, Sander van Cranenburgh and Caspar Chorus",A comparison of two models of choice behaviour for Participatory Value Evaluation,HEART_2020_paper_70.pdf
"Andrea Papu Carrone, Mayara Moraes Monteiro and Jeppe Rich",Car ownership dynamics: An ordered logit approach with irregularly spaced panels,HEART_2020_paper_71.pdf
"Lizet Krabbenborg, Chris Van Bergen and Eric Molin",Public support for tradable peak credit schemes,HEART_2020_paper_72.pdf
"Mahendra Paipuri, Yanyan Xu, Marta Gonzalez and Ludovic Leclercq",Calibration of Multi-region MFD Models using Mobile Phone Data,HEART_2020_paper_74.pdf
"Sebastian Hörl, Christopher Tchervenkov and Milos Balac",A generalizable pipeline for agent-based transport models in France,HEART_2020_paper_76.pdf
"Niloofar Minbashi, Markus Bohlin and Behzad Kordnejad",Analysis of Railyard Congestion and Departure Delay Relationship: a Case Study from Swedish Railways,HEART_2020_paper_77.pdf
"Daniel J. Reck, Sergio Guidon and Kay W. Axhausen",Modelling shared e-scooters: A spatial regression approach,HEART_2020_paper_78.pdf
"Maria Börjesson, Magnus Johansson and Per Kågeson",The economics of electric roads,HEART_2020_paper_79.pdf
"Paraskevi Sarri, Ioannis Kaparias, John Preston and David Simmonds",Identifying the land use effects of new transportation technologies. The case of West Midlands,HEART_2020_paper_80.pdf
"Jia Guo, Yusak Susilo and Anna Pernestål Brenden",How Expectation and Perception Affects Public’s Use Intention of Automated Buses for Different Journey Purposes,HEART_2020_paper_82.pdf
"Anna Reiffer, Martin Kagerbauer and Peter Vortisch",Underrepresentation of Work-related Trips in Traditional Household Travel Surveys,HEART_2020_paper_84.pdf
Kees Maat and Dena Kasraian,"Dual car ownership: the role of intra-household interaction, the commute and the spatial context",HEART_2020_paper_86.pdf
Cyril Veve and Nicolas Chiabaut,Designing efficient shared mobility services directly adapted tothe spatio-temporal features of the potential demand,HEART_2020_paper_87.pdf
"Georgios Laskaris, Marcin Seredynski and Francesco Viti",Sensitivity Analysis on Regularity Based Driver Advisory Systems,HEART_2020_paper_88.pdf
Chin Sum Shui,Modeling the effect of bike-and-ride mode on the competing public transit market in a linear monocentric city,HEART_2020_paper_89.pdf
"Marisdea Castiglione, Guido Cantelmo, Moeid Qurashi, Marialisa Nigro and Constantinos Antoniou",Assignment matrix free algorithms for on-line estimation of Dynamic Origin-Destination matrices,HEART_2020_paper_90.pdf
Jaafar Berrada and Alexis Poulhès,Socio-Economic assessment framework for replacing bus lines with DRT services,HEART_2020_paper_91.pdf
Florent Laroche and Thierry Blayac,Intermodal competition on the long distance passenger market: substitutability or complementarity? Evidence from France,HEART_2020_paper_94.pdf
Patrick Stokkink and Nikolas Geroliminis,Predictive user-based relocation through incentives in one-way car-sharing systems,HEART_2020_paper_96.pdf
"Anupriya -, Daniel J. Graham, Prateek Bansal and Daniel Hörcher",Revisiting the empirical fundamental relationship of traffic flow in highways using a causal econometric approach,HEART_2020_paper_97.pdf
"Joris Klingen, Daniel Graham, Erik Verhoef and Jos van Ommeren","Bike Lanes, Congestion, and Road Safety. Evidence from New York City.",HEART_2020_paper_98.pdf
"Hélène Bouscasse, Sandrine Mathy, Rim Rejeb and Carole Treibich",Is the impact of transport modes on health an individual determinant of transport mode choice?,HEART_2020_paper_101.pdf
"Manon Seppecher, Ludovic Leclercq, Angelo Furno and Delphine Lejri",Dynamic Estimation of Urban Zonal Speed from Mobile Sensing Data and Macroscopic Paths,HEART_2020_paper_102.pdf
Anthony Martin and Olivier Chalmeau,Assessing the demand for rail transport: an empirical analysis for high-speed services in France,HEART_2020_paper_103.pdf
Daniel Hörcher and Daniel Graham,Externalities and welfare oriented pricing in free-floating vehicle sharing systems,HEART_2020_paper_104.pdf
"Hari Hara Sharan Nagalur Subraveti, Victor L. Knoop and Bart van Arem",Integrated lane change and ramp metering control at motorway merges,HEART_2020_paper_105.pdf
"Ioanna Arkoudi, Carlos Lima Azevedo and Francisco Camara Pereira",Household Embeddings: Introducing continuous vector representations for car ownership on a household level,HEART_2020_paper_107.pdf
"Ariane Scheffer, Claudia Bandiera, Ernesto Cipriani, Guido Cantelmo and Francesco Viti",A Markov Chain Monte Carlo Approach for Estimating Daily Activity Patterns,HEART_2020_paper_108.pdf
Sander Van Cranenburgh,Blending computer vision into discrete choice models,HEART_2020_paper_109.pdf
"Ilyas Alhassan, Bryan Matthews, Jeremy Toner and Yusak Susilo",Seamless ticket inspection: Proposing and exploring users’ reaction to a next generation public transport ticket inspection solution,HEART_2020_paper_110.pdf
"Mette Wagenvoort, Jessica Van der Zee and Shadi Sharif Azadeh",A choice-driven framework for an integrated demand responsive mobility system,HEART_2020_paper_111.pdf
"Tamar Barth, Yoram Shiftan and Rachel Katoshevski",The Rail Bonus in the Israeli Periphery- the Emek Rail Line Case Study,HEART_2020_paper_112.pdf
Jingqin Gao and Kaan Ozbay,"Hotspot Identification, Ranking and Impact Estimation of Illegal Parking Using Spatial Association and Queueing Model",HEART_2020_paper_113.pdf
"Selin Ataç, Nikola Obrenović and Michel Bierlaire",Bike Sharing Systems: Does demand forecasting yield a better service?,HEART_2020_paper_114.pdf
"Elisabetta Cherchi, Quoc Vuong and Antonia Stergiou",Using EEG to understand how our brain elaborate information in stated choice experiments: Easy versus hard tasks in the choice of vehicles,HEART_2020_paper_115.pdf
"Prateek Bansal, Daniel Hörcher and Daniel Graham",A Dynamic Latent Class Model to Estimate the Crowding Cost of Subway Riders,HEART_2020_paper_117.pdf
"Shanshan Xie, Tim Hillel and Ying Jin",An Early Stopping Bayesian Data Assimilation Approach for improved Mixed Multinomial Logit transferability,HEART_2020_paper_118.pdf
Matthias Schmaus,Modelling mobility tool ownership using a global indicator for accessibility,HEART_2020_paper_119.pdf
"Miriam Magdolen, Lisa Ecke, Tim Hilgert, Bastian Chlond and Peter Vortisch",Differentiation between everyday travel and tourism related travel,HEART_2020_paper_120.pdf
"Anna Reiffer, Tim Wörle, Martin Kagerbauer and Peter Vortisch",Usage Patterns of Free-floating Carsharing Members,HEART_2020_paper_121.pdf
"Arjan de Ruijter, Oded Cats, Rafal Kucharski and Hans van Lint",Day-to-day Supply Side Evolution of Ride-Sourcing,HEART_2020_paper_122.pdf
"Xavier Mazur, Marco Rinaldi and Francesco Viti",Investigating heuristic algorithms for minimal controller location set problem in transportation networks,HEART_2020_paper_123.pdf
Laila Ait Bihi Ouali and Daniel Graham,The impact of the MeToo Scandal on women's perceptions of safety,HEART_2020_paper_124.pdf
Isik Ilber Sirmatel and Nikolas Geroliminis,Model predictive perimeter control of MFD networks with guaranteed stability,HEART_2020_paper_126.pdf
"Naut Bulten, Rommert Dekker and Shadi Sharif Azadeh",Integrated timetabling and passenger bunching with disturbances,HEART_2020_paper_127.pdf
"Cecile Daniel, Angelo Furno, Nour-Eddin El Faouzi, Rajesh Sharma and Eugenio Zimeo",Fast Computation of Betweenness Centrality to enable Real-time Resilience Assessment and Improvement of Complex Transport Networks,HEART_2020_paper_129.pdf
Rico Krueger and Prateek Bansal,Spatial Negative Binomial Bayesian Additive Regression Trees for Accident Hot Spot Identification,HEART_2020_paper_130.pdf
"Dong Wang, Feixiong Liao and Ziyou Gao",Analysis of the first-come-first-served mechanisms in car-sharing services,HEART_2020_paper_131.pdf
"Alexander Genser, Lukas Ambühl, Kaidi Yang, Monica Menendez and Anastasios Kouvelas",Enhancement of SPaT-messages with Machine Learning based Time-To-Green predictions,HEART_2020_paper_133.pdf
"Clélia Lopez, Omar Rifki and Nicolas Chiabaut",Optimal freight loading zones: a graph-theoretic approach,HEART_2020_paper_134.pdf
Leonardo Bellocchi and Nikolas Geroliminis,Simplicity in complex networks: a path-based centrality,HEART_2020_paper_135.pdf
"Abhilash Chandra Singh, Hélène Bouscasse and Aruna Sivakumar",Psychosocial factors associated with intended use of automated vehicles: a latent-class and latent-variable analysis,HEART_2020_paper_136.pdf
"Janody Pougala, Tim Hillel and Michel Bierlaire",An optimization framework for daily activity schedules,HEART_2020_paper_137.pdf
"Tim Hillel, Janody Pougala, Patrick Manser, Raphael Luethi, Wolfgang Scherr and Michel Bierlaire",Modelling mobility tool availability at a household and individual level: A case study of Switzerland,HEART_2020_paper_138.pdf
Mahmud Keblawi and Tomer Toledo,Automatic design of optimal actuated traffic signal plan,HEART_2020_paper_144.pdf
"Mathilde Niay, Maude Jolly and David Meunier","Assessing the French conversion premium, an incentive for scrapping old cars while buying low emitting vehicles",HEART_2020_paper_145.pdf
"Nicola Ortelli, Tim Hillel, Francisco C. Pereira, Matthieu De Lapparent and Michel Bierlaire",Variable Neighborhood Search for Assisted Utility Specification in Discrete Choice Models,HEART_2020_paper_146.pdf
"Arkadiusz Drabicki, Oded Cats, Rafał Kucharski, Achille Fonzone and Andrzej Szarata",Modelling passengers’ willingness to wait in the presence of real-time crowding information (RTCI),HEART_2020_paper_147.pdf
"Yaroslav Kholodov, Erik Jenelius, Oded Cats, Niels van Oort, Niek Mouter, Matej Cebecauer and Alex Vermeulen",Public transport fare elasticities from smartcard data: A natural experiment in Stockholm,HEART_2020_paper_148.pdf
"Caroline Bayart, Nathalie Havet and Patrick Bonnel",Gender Differences in Daily Mobility Behaviours among workers,HEART_2020_paper_149.pdf
"Moeid Qurashi, Qing-Long Lu, Guido Cantelmo and Constantinos Antoniou",PC-SPSA: Exploration and assessment of different historical data--set generation methods for enhanced DTA model calibration,HEART_2020_paper_150.pdf
Yuval Shiftan and Shlomo Bekhor,Applying random forest in discrete choice modeling: a case study of household car allocation,HEART_2020_paper_151.pdf
"Alix Le Goff, Guillaume Monchambert and Charles Raux",Values of Time for Carpool Commuting: A Discrete Choice Experiment,HEART_2020_paper_153.pdf
"Dimitrios Tsitsokas, Anastasios Kouvelas and Nikolas Geroliminis",Combinatorial optimization of Dedicated Bus Lane layout in urban networks with dynamic congestion,HEART_2020_paper_154.pdf
"Emmanouil Barmpounakis, Nicolas Sébastien Richter and Nikolas Geroliminis",Shockwave identification and critical parameter estimation using a detailed dataset from a swarm of drones,HEART_2020_paper_155.pdf
Nicolas Chiabaut and Rémi Faitout,Travel time estimation based on historical congestion maps and identification of consensual days,HEART_2020_paper_156.pdf
Rui Yao and Shlomo Bekhor,A Dynamic Tree Algorithm for On-demand Peer-to-peer Ride-sharing Matching,HEART_2020_paper_157.pdf
Caio Vitor Beojone and Nikolas Geroliminis,A path to take passengers from single to shared rides: a study on ridesplitting,HEART_2020_paper_158.pdf
"Ruiwei Chen, Cécile Becarie and Ludovic Leclercq",Learning link marginals from dynamic simulation to calculate sustainable system optimum,HEART_2020_paper_160.pdf
Kimia Chavoshi and Anastasios Kouvelas,Cooperative Distributed Control for Lane-less and Direction-less Movement of Autonomous Vehicles on Highway Networks,HEART_2020_paper_161.pdf
"Francisco J. Bahamonde-Birke, Jan Weschke, Kay Gade and Evanthia Kazagli",Asking the Wizard-of-Oz: how experiencing AVs affects preferences towards their use for feeder trips in public transport.,HEART_2020_paper_165.pdf
"Elise Henry, Angelo Furno and Nour-Eddin El Faouzi",An Accessibility-based Approach to Characterize the Dynamic Vulnerabilities of Multi-modal Urban Transport Networks,HEART_2020_paper_166.pdf
"Christelle Al Haddad, Kui Yang, George Yannis and Constantinos Antoniou",Exploring driving behavior as a latent variable in safety modeling. A preliminary analysis from a driving simulator study.,HEART_2020_paper_167.pdf
"Chunli Zhu, Jianping Wu and Anastasios Kouvelas",Demand estimation and spatio-temporal clustering for urban road networks,HEART_2020_paper_169.pdf
"Anna Takayasu, Ludovic Leclercq and Nikolas Geroliminis",Assessing the Accuracy of Link Accumulation Estimation,HEART_2020_paper_170.pdf
Rongxiang Su and Konstadinos Goulias,An Exploration of human mobility motifs in the California component of the 2017 National Household Travel survey,HEART_2020_paper_171.pdf
"Claudia Bongiovanni, Mor Kaspi, Jean-Francois Cordeau and Nikolas Geroliminis",A predictive large neighborhood search for the dynamic electric autonomous dial-a-ride problem,HEART_2020_paper_173.pdf
"Tomas Gast, Bilge Atasoy, Fabio Duarte and Daniela Rus",An Adaptive Large Neighbourhood Search for Real-Time Waste Collection Inventory Routing with Autonomous Vessels,HEART_2020_paper_174.pdf
"Inon Peled, Daniele Gammelli, Filipe Rodrigues, Dario Pacino and Francisco C. Pereira",Modeling Transport Data under Stochastic and Latent Censorship,HEART_2020_paper_175.pdf
Dereje Abegaz and Mogens Fosgerau,The values of travel time and reliability with automation,HEART_2020_paper_176.pdf
Ibrahim Savadogo and Adrien Beziat,Evaluation of the potential impacts of off-hour deliveries,HEART_2020_paper_177.pdf
